Manufacturer,Model #,Form Factor,Wattage,0.1,0.2,0.5,1,Rating,Date Certified
"Delta Electronics, Inc.",DPS-250AB-49 L,TFX,250,-,0.8426,0.8592,0.8305,Bronze,01/04/2011
Sparkle Power,SPI220I4HB,Custom,250,-,0.835,0.8567,0.837,Bronze,31/03/2011
FSP Technology Inc.,FSP220-50GST(85),Custom,250,-,0.835,0.8567,0.837,Bronze,31/03/2011
Enhance Electronics,EPS-1585,EPS12V,850,-,0.8946,0.9121,0.886,Gold,31/03/2011
CFD Sales Inc.,KRPW-G630W/90+,ATX12V,630,-,0.9051,0.9174,0.8834,Gold,30/03/2011
CFD Sales Inc.,KRPW-G530W/90+,ATX12V,530,-,0.8996,0.9148,0.888,Gold,30/03/2011
Super Flower,SF-1000R14SE,EPS12V,1000,-,0.862,0.8939,0.8817,Silver,29/03/2011
Lenovo,HKF1502-3B,ATX12V,150,-,0.833,0.8589,0.8454,Bronze,29/03/2011
"Nipron Co., Ltd.",HNSP9-520P,ATX12V,400,-,0.8558,0.8737,0.8375,Bronze,29/03/2011
AcBel Polytech Inc.,FSA008-030G,1U,300,-,0.8519,0.8758,0.8552,Bronze,29/03/2011
Enermax Technology Corporation,EMR1350EWT,"ATX12V,EPS12V",1350,-,0.9057,0.9162,0.8848,Gold,28/03/2011
"Delta Electronics, Inc.",DPS-250AB-70 A,Custom,250,-,0.8401,0.855,0.8285,Bronze,28/03/2011
Enermax Technology Corporation,EMR1200EWT,"ATX12V,EPS12V",1200,-,0.8984,0.9136,0.8858,Gold,28/03/2011
Positivo Tecnologia S.A.,PI-T250G-D(01),TFX,250,-,0.8848,0.9001,0.8723,Gold,23/03/2011
"Delta Electronics, Inc.",DPS-250AB-72 A,TFX,250,-,0.8848,0.9001,0.8723,Gold,23/03/2011
HEC Group,HEC-250SB,Flex ATX,250,-,0.8339,0.8668,0.851,Bronze,23/03/2011
"Shenq-Yng Co., Ltd",Krone-P550,ATX12V,550,-,0.8337,0.8534,0.8206,Bronze,22/03/2011
SEED,ADK-B500,ATX12V,500,-,0.8327,0.8481,0.8116,Standard,22/03/2011
"Shenq-Yng Co., Ltd",Krone-P450,ATX12V,450,-,0.8416,0.8613,0.8399,Bronze,21/03/2011
Seventeam,ST-270FUB,1U,270,-,0.8365,0.868,0.8468,Bronze,18/03/2011
Seventeam,ST-300FUB,1U,300,-,0.8395,0.8669,0.8407,Bronze,18/03/2011
"HP, Inc.",PCA132-020H,ATX12V,250,-,0.8515,0.8782,0.8566,Bronze,18/03/2011
Lite-On Technology Corporation,PS-3251-3AB,ATX12V,250,-,0.831,0.8672,0.8399,Bronze,18/03/2011
"Foshan Shunde City Xinhuida Electronics Co., Ltd.",XHP650WS,ATX12V,650,-,0.8736,0.907,0.8978,Gold,17/03/2011
"Foshan Shunde City Xinhuida Electronics Co., Ltd.",XHP450WB,ATX12V,450,-,0.8565,0.8965,0.8889,Silver,17/03/2011
"Foshan Shunde City Xinhuida Electronics Co., Ltd.",XHP800WG,ATX12V,800,-,0.8887,0.9118,0.892,Gold,17/03/2011
"Foshan Shunde City Xinhuida Electronics Co., Ltd.",XHP550WB,ATX12V,550,-,0.8697,0.9017,0.8818,Silver,17/03/2011
Pucka Computer Corp.,ACE 700W,EPS12V,700,-,0.8387,0.8568,0.8142,Standard,16/03/2011
"Foshan Shunde City Xinhuida Electronics Co., Ltd.",XHP350W,ATX12V,350,-,0.8308,0.887,0.8922,Bronze,16/03/2011
Pucka Computer Corp.,ACE 600W,EPS12V,600,-,0.8199,0.8423,0.8164,Standard,15/03/2011
Thermaltake,TP-1200M TP-1200AH5CES,"ATX12V,EPS12V",1200,-,0.8849,0.9018,0.8647,Silver,15/03/2011
Infineon Technologies Ltd.,IFX90ATX300W,ATX12V,300,-,0.905,0.9239,0.9085,Platinum,15/03/2011
Thermaltake,THERMALTAKE_TPG-850M TP-850AH3CSG_ECOS,"ATX12V,EPS12V",850,-,0.8951,0.9114,0.8901,Gold,14/03/2011
Thermaltake,TPG-1050M TP-1050AH3CSG,"ATX12V,EPS12V",1050,-,0.8935,0.9113,0.8874,Gold,14/03/2011
Thermaltake,TP-1000M TP-1000AH5CES,"ATX12V,EPS12V",1000,-,0.8802,0.9017,0.87,Gold,14/03/2011
Thermaltake,TPG-1200M TP-1200AH3CSG,"ATX12V,EPS12V",1200,-,0.8971,0.9123,0.882,Gold,14/03/2011
Tiger Power,TG10-0250-01,TFX,250,-,0.8505,0.8848,0.859,Silver,11/03/2011
Cooler Master,RS-400-ACAA-D3,ATX12v,400,-,0.8302,0.8536,0.8355,Bronze,11/03/2011
Cooler Master,RS-450-ACAA-D3,ATX12V,450,-,0.8385,0.8575,0.8304,Bronze,11/03/2011
LC-Power,LC6550GP2 V2.2,ATX12V,500,-,0.8236,0.8477,0.815,Standard,10/03/2011
SAMA,BTX-370-1,ATX12V,370,-,0.8246,0.8526,0.8266,Bronze,09/03/2011
HKC Overseas Limited,Z550,ATX12V,550,-,0.8322,0.8532,0.8131,Standard,08/03/2011
"Delta Electronics, Inc.",DPS-300AB-62 A,ATX12V,300,-,0.826,0.8545,0.8339,Bronze,08/03/2011
HKC Overseas Limited,Z450,ATX12V,450,-,0.8234,0.8512,0.8204,Bronze,07/03/2011
GTR,R80-600+,ATX12V,600,-,0.8451,0.8687,0.8453,Bronze,04/03/2011
BitFenix,BFP-FUR-750G-KSXK-RP,"ATX12V,EPS12V,PS2",750,-,0.9086,0.9127,0.8788,Gold,03/03/2011
Sparkle Power,SPI750ACAG,"ATX12V,EPS12V,PS2",750,-,0.9086,0.9127,0.8788,Gold,03/03/2011
AcBel Polytech Inc.,FS9029-000G,1U,500,-,0.8735,0.9046,0.878,Gold,03/03/2011
Club 3D,CSP-X1200CS,"ATX12V,EPS12V",1200,-,0.8809,0.8923,0.854,Silver,03/03/2011
"Sea Sonic Electronics Co., Ltd.",SS-860XP,"ATX12V,EPS12V",860,-,0.9113,0.9269,0.9027,Platinum,03/03/2011
FSP Technology Inc.,AU-750M,"ATX12V,EPS12V,PS2",750,-,0.9086,0.9127,0.8788,Gold,03/03/2011
BitFenix,BFP-FUR-550G-KSXK-RP,"ATX12V,EPS12V,PS2",550,-,0.895,0.9076,0.8864,Gold,02/03/2011
BitFenix,BFP-FUR-650G-KSXK-RP,"ATX12V,EPS12V,PS2",650,-,0.9022,0.9109,0.8822,Gold,02/03/2011
Cougar,CGR B2-850,ATX12V&EPS12V,850,-,0.8653,0.8763,0.8427,Bronze,02/03/2011
FSP Technology Inc.,AU-650M,"ATX12V,EPS12V,PS2",650,-,0.9022,0.9109,0.8822,Gold,02/03/2011
FSP Technology Inc.,AU-550M,"ATX12V,EPS12V,PS2",550,-,0.895,0.9076,0.8864,Gold,02/03/2011
Cougar,CGR B3-760,ATX12V&EPS12V,760,-,0.8686,0.8777,0.8377,Bronze,01/03/2011
"Delta Electronics, Inc.",DPS-350AB-12 X,1U,350,-,0.8565,0.8854,0.8674,Silver,01/03/2011
"HP, Inc.",PS-4321-9HB,MT,320,-,0.8376,0.8628,0.8382,Bronze,25/02/2011
FSP Technology Inc.,FSP400-70PFL,ATX12V,400,-,0.8534,0.8681,0.8355,Bronze,24/02/2011
"Delta Electronics, Inc.",DPS-700NB,ATX12V,700,-,0.8889,0.9059,0.8793,Gold,24/02/2011
FSP Technology Inc.,FSP350-70PFL,ATX12V,350,-,0.8473,0.8678,0.837,Bronze,24/02/2011
Cooler Master,RS-550-ACAA-D3,ATX12V,550,-,0.8523,0.8627,0.8273,Bronze,23/02/2011
Antec,EA-502 Green,"ATX12V,EPS12V",502,-,0.8289,0.8595,0.8375,Bronze,23/02/2011
Cooler Master,RS-750-ACAA-D3,ATX12V,750,-,0.8624,0.8694,0.8261,Bronze,23/02/2011
Cooler Master,RS-650-ACAA-D3,ATX12V,650,-,0.8543,0.864,0.8235,Bronze,23/02/2011
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-6000(85+),ATX12V,500,-,0.8676,0.8733,0.8313,Bronze,22/02/2011
Solytech,SL-8320EPS,EPS12V,300,-,0.8303,0.8542,0.8344,Bronze,22/02/2011
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-5500(85+),ATX12V,450,-,0.86,0.873,0.8376,Bronze,21/02/2011
Lenovo,HKF1802-3A,ATX12V,180,-,0.9115,0.926,0.9135,Platinum,21/02/2011
Lenovo,APA005,Custom,150,-,0.8533,0.8778,0.8626,Bronze,18/02/2011
Lenovo,APA004,Custom,180,-,0.906,0.9241,0.9061,Platinum,18/02/2011
"Delta Electronics, Inc.",GPS-400CB B,ATX12V,400,-,0.8353,0.8566,0.8275,Bronze,14/02/2011
Enermax Technology Corporation,ENM850EWT,EPS12V,850,-,0.8271,0.8595,0.8358,Bronze,14/02/2011
Enermax Technology Corporation,ENM750AWT,ATX12V,750,-,0.8542,0.872,0.8391,Bronze,10/02/2011
Lenovo,APA006,Custom,200,-,0.8252,0.8744,0.8552,Bronze,09/02/2011
XFX Technology,XPS-550W-SEW,ATX12V & EPS12V,550,-,0.8564,0.8632,0.8322,Bronze,08/02/2011
XFX Technology,XPS-450W-SEW,ATX12V,450,-,0.8388,0.8593,0.8378,Bronze,04/02/2011
Lenovo,PS-3251-01VA-ROHS,Custom,250,-,0.8318,0.8644,0.8251,Bronze,03/02/2011
"HP, Inc.",CFH0320EWWB,Custom,320,-,0.8751,0.8802,0.8372,Bronze,02/02/2011
Enermax Technology Corporation,ENP600AWT,ATX12v,600,-,0.8448,0.8573,0.81,Standard,02/02/2011
Enermax Technology Corporation,EEX900EWT,EPS12V,900,-,0.9107,0.9251,0.9012,Platinum,02/02/2011
Antec,HCP-750,"ATX12V,EPS12V",750,-,0.8771,0.9043,0.8847,Gold,02/02/2011
Enermax Technology Corporation,ENP500AWT,ATX12V,500,-,0.8332,0.8524,0.8127,Standard,01/02/2011
Enermax Technology Corporation,ENP450AWT,ATX12V,450,-,0.8178,0.843,0.8103,Standard,01/02/2011
Enermax Technology Corporation,ENP350AWT,ATX12V,350,-,0.805,0.8429,0.8227,Standard,01/02/2011
Comstars,KT-S300FX,SFX,300,-,0.8149,0.8453,0.8119,Standard,31/01/2011
Lenovo,HKF2002-32,ATX12V,200,-,0.8319,0.8621,0.838,Bronze,31/01/2011
Super Flower,SF-500P14PE,EPS12V,500,-,0.9212,0.9307,0.9102,Platinum,31/01/2011
Super Flower,SF-450P14PE,EPS12V,450,-,0.9134,0.9299,0.9119,Platinum,28/01/2011
"Delta Electronics, Inc.",DPS-400AB-14,ATX12V,400,-,0.8766,0.9047,0.899,Gold,28/01/2011
Chieftec,GPS-1250C,ATX12V,1250,-,0.9126,0.9269,0.9052,Platinum,27/01/2011
Flextronics,NQB-S-0400ADU00,Custom,400,-,0.8859,0.9087,0.8854,Gold,25/01/2011
Comstars,KT-SA750,ATX12V,750,-,0.8599,0.9007,0.897,Silver,25/01/2011
PC Power and Cooling Inc.,SILENCER PPCS760760,ATX12V & EPS12V,760,-,0.861,0.8893,0.8695,Silver,24/01/2011
"Topower Co., Ltd",TOP-500D,"ATX12V,EPS12V,PS2",500,-,0.828,0.8631,0.8415,Bronze,21/01/2011
"Topower Co., Ltd",TOP-650D,"ATX12V,EPS12V,PS2",650,-,0.8509,0.8644,0.8268,Bronze,21/01/2011
Kiss Quiet Technology Ltd,YL8881-750W,ATX12V,750,0,0.8498,0.8686,0.837,Bronze,20/01/2011
Kiss Quiet Technology Ltd,YL8881-650W,ATX12V,650,0,0.8406,0.8649,0.8342,Bronze,20/01/2011
Kiss Quiet Technology Ltd,YL8881-550W,ATX12V,550,0,0.8382,0.8643,0.8379,Bronze,20/01/2011
Chieftec,SLC-650C,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Chieftec,SLC-750C,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
Chieftec,BDF-650C,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Chieftec,BDF-750C,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
Sharkoon Technologies,WPC750 Bronze,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
PowerSpec,PS 650BF,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Sharkoon Technologies,SilentStorm Icewind (Black) 650,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Sharkoon Technologies,WPC550 Bronze,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
Sharkoon Technologies,SilentStorm Icewind (Black) 750,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
Sharkoon Technologies,SilentStorm Icewind (Black) 550,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
Sharkoon Technologies,WPC650 Bronze,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
"High Power Electric Co., Ltd.",HPG-750BR-H12/14S(C),ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
PowerSpec,PS 750BSM,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
PowerSpec,PS 550BF,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
PowerSpec,PS 650BSM,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Rosewill,HIVE 650S,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Rosewill,HIVE 750S,ATX12V,750,-,0.8498,0.8685,0.837,Bronze,20/01/2011
Rosewill,HIVE 550S,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
Ultra Products,U12-43185,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
Novatech,POWER STATION 750 V2,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
OCZ Technology,OCZ-FTY550W,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
OCZ Technology,OCZ-FTY750W,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
Sentey,MBP750-HS(M),ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
Sentey,MBP550-HS(M),ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
Sentey,MBP650-HS(M),ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
NZXT,NP-1BM-0550A,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
Chieftec,APS-650SB / CB,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Chieftec,APS-750CB,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
Chieftec,APS-550SB / CB,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
"High Power Electric Co., Ltd.",HPG-650BR-F12/14S (C),ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
"High Power Electric Co., Ltd.",HPG-550BR-F12/14S (C),ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
AYWUN,A1-750-PRO,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
AYWUN,A1-550-PRO,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
AYWUN,A1-650-PRO,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Rosewill,HIVE-750,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
Rosewill,HIVE-650,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
Rosewill,HIVE-550,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
OCZ Technology,OCZ-ZS750W,ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
OCZ Technology,OCZ-ZS550W,ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
OCZ Technology,OCZ-ZS650W,ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
SCYTHE,SPKR5-550(P),ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
"High Power Electric Co., Ltd.",HPC-650-B14S(C),ATX12V,650,-,0.8406,0.8649,0.8342,Bronze,20/01/2011
"High Power Electric Co., Ltd.",HPC-750-B14S(C),ATX12V,750,-,0.8498,0.8686,0.837,Bronze,20/01/2011
"High Power Electric Co., Ltd.",HPC-550-B14S(C),ATX12V,550,-,0.8382,0.8643,0.8379,Bronze,20/01/2011
Antec,HCG-750 OC,ATX12V & EPS12V,750,-,0.8469,0.8684,0.835,Bronze,19/01/2011
Corsair,CMPSU-500CXV2,ATX12V,500,-,0.8184,0.8476,0.8127,Standard,19/01/2011
Corsair,CMPSU-600CXV2,ATX12V,600,-,0.8301,0.8515,0.8131,Standard,19/01/2011
Corsair,CMPSU-430CXV2,ATX12V,430,-,0.8139,0.8421,0.8085,Standard,18/01/2011
Chieftec,GPS-500C,EPS12V,500,-,0.9147,0.9283,0.9077,Platinum,14/01/2011
SolidGear,SDGR-800BR,"ATX12V, EPS12V, PS2",800,-,0.8481,0.8727,0.845,Bronze,14/01/2011
Rosewill,SilentNight-500,EPS12V,500,-,0.9147,0.9283,0.9077,Platinum,14/01/2011
Kingwin,STR-500,EPS12V,500,-,0.9147,0.9283,0.9077,Platinum,14/01/2011
Visiontek,VT-800W (900349),"ATX12V, EPS12V, PS2",800,-,0.8481,0.8727,0.845,Bronze,14/01/2011
"Topower Co., Ltd",TOP-800WB,"ATX12V, EPS12V, PS2",800,-,0.8481,0.8727,0.845,Bronze,14/01/2011
Super Flower,SF-500P14FG,EPS12V,500,-,0.9147,0.9283,0.9077,Platinum,14/01/2011
"Delta Electronics, Inc.",DPS-300ADV,ATX12V,300,-,0.9144,0.9287,0.9081,Platinum,14/01/2011
"HP, Inc.",PCA019-020H,SFF,240,-,0.838,0.8666,0.8462,Bronze,14/01/2011
Segotep,SG-850G,ATX12V,750,-,0.8759,0.908,0.8874,Gold,13/01/2011
Channel Well Technology Co.,DSI250P,TFX,250,-,0.8192,0.8504,0.8338,Standard,13/01/2011
"Sea Sonic Electronics Co., Ltd.",SS-1000XP,ATX12V,1000,-,0.9151,0.9254,0.8967,Platinum,12/01/2011
"Dongguan Golden Field Industrial Co., Ltd(DG)",450ELG,EPS12V,450,-,0.9045,0.9192,0.8943,Gold,12/01/2011
OCingTek,Z9-550G,EPS12V,550,-,0.9042,0.9118,0.8804,Gold,12/01/2011
SEED,ADK-B400,ATX12V,400,-,0.811,0.8441,0.8211,Standard,11/01/2011
Rosewill,Tachyon-1000,EPS12V,1000,-,0.9124,0.9264,0.8993,Platinum,07/01/2011
AZZA,PSAZ-1000PT14,EPS12V,1000,-,0.9124,0.9264,0.8993,Platinum,07/01/2011
Sentey,LTP1000-SM,"ATX12V, EPS12V",1000,-,0.9124,0.9264,0.8993,Platinum,07/01/2011
Kingwin,LZP-1000,EPS12V,1000,-,0.9124,0.9264,0.8993,Platinum,07/01/2011
iMBP,IMBP-300-SSFX80P,SFX,300,-,0.8195,0.8477,0.8157,Standard,07/01/2011
MaxPower International,MP-300SFX80,SFX,300,-,0.8195,0.8477,0.8157,Standard,07/01/2011
Super Flower,SF-1000P14PE,EPS12V,1000,-,0.9124,0.9264,0.8993,Platinum,07/01/2011
Super Flower,SF-450R14SE,ATX12V,450,-,0.8597,0.8894,0.8792,Silver,07/01/2011
SEED,ADK-B350,ATX12V,350,-,0.8053,0.8453,0.8309,Standard,06/01/2011
FSP Technology Inc.,FSP750-80APG,"ATX12V, EPS12V, OTHER",750,-,0.8601,0.8716,0.8335,Bronze,06/01/2011
"HP, Inc.",PS-4241-9HB,SFF,240,-,0.8906,0.9093,0.886,Gold,06/01/2011
Casing Macron Technology,MPT-5028AP,ATX12V,500,-,0.8538,0.8746,0.8405,Bronze,05/01/2011
Casing Macron Technology,MPT-5020AP,ATX12V,500,-,0.8798,0.9009,0.8759,Gold,05/01/2011
Sparkle Power,SPI250T8BB,FLEX ATX,250,-,0.8414,0.8655,0.84,Bronze,05/01/2011
Sparkle Power,SPI250U4BBC,"EPS, 1U, Other",250,-,0.8407,0.8643,0.8311,Bronze,05/01/2011
Sparkle Power,SPI250F4BBC,"EPS, 1U, Other",250,-,0.8449,0.8659,0.8331,Bronze,05/01/2011
FSP Technology Inc.,FSP250-50LC(PLB),EPS & 1U,250,-,0.8449,0.8659,0.8331,Bronze,05/01/2011
FSP Technology Inc.,FSP250-60LC(SI),FLEX ATX,250,-,0.8414,0.8655,0.84,Bronze,05/01/2011
FSP Technology Inc.,FSP250-50LC(1U),EPS & 1U,250,-,0.8407,0.8643,0.8311,Bronze,05/01/2011
Aerocool,RAVE BRONZE 550W,"ATX12V, EPS12V, Other",550,-,0.8537,0.8677,0.835,Bronze,03/01/2011
Aerocool,RAVE BRONZE 650W,"ATX12V, EPS12V, Other",650,-,0.852,0.8736,0.8511,Bronze,03/01/2011
Aerocool,KCAS PLUS 750M,"ATX12V, EPS12V, OTHER",750,-,0.8605,0.8705,0.8415,Bronze,03/01/2011
Aerocool,KCAS PLUS 650M,"ATX12V, EPS12V, OTHER",650,-,0.852,0.8736,0.8511,Bronze,03/01/2011
Aerocool,VP-550,"ATX12V, EPS12V, OTHER",550,-,0.8537,0.8677,0.835,Bronze,03/01/2011
Aerocool,VP-750,ATX12V & EPS12V,740,-,0.8605,0.8705,0.8415,Bronze,03/01/2011
Aerocool,VP-650,ATX12V & EPS12V,650,-,0.852,0.8736,0.8511,Bronze,03/01/2011
Aerocool,Xpredator 650M,"ATX12V, EPS12V, Other",650,-,0.852,0.8736,0.8511,Bronze,03/01/2011
Aerocool,Xpredator 750M,"ATX12V, EPS12V, Other",750,-,0.8605,0.8705,0.8415,Bronze,03/01/2011
Aerocool,Xpredator 450M,"ATX12V, EPS12V, Other",450,-,0.8404,0.8647,0.8467,Bronze,03/01/2011
Aerocool,Xpredator 550M,"ATX12V, EPS12V, Other",550,-,0.8537,0.8677,0.835,Bronze,03/01/2011
Aerocool,Integrator MOD XT 750W,"ATX12V, EPS12V, OTHER",750,-,0.8605,0.8705,0.8415,Bronze,03/01/2011
Aerocool,Integrator MOD XT 650W,"ATX12V, EPS12V, OTHER",650,-,0.852,0.8736,0.8511,Bronze,03/01/2011
Aerocool,Integrator MOD XT 550W,"ATX12V, EPS12V, OTHER",550,-,0.8537,0.8677,0.835,Bronze,03/01/2011
Aerocool,KCAS-650M,"ATX12V, EPS12V, OTHER",650,-,0.852,0.8736,0.8511,Bronze,03/01/2011
Aerocool,KCAS-750M,"ATX12V, EPS12V, OTHER",750,-,0.8605,0.8705,0.8415,Bronze,03/01/2011
HEC Group,HEC-450TC,"ATX12V, EPS12V",450,-,0.8404,0.8647,0.8467,Bronze,03/01/2011
HEC Group,HEC-550TC,"ATX12V, EPS12V",550,-,0.8537,0.8677,0.835,Bronze,03/01/2011
HEC Group,HEC-750TB,"ATX12V, EPS12V, OTHER",750,-,0.8605,0.8705,0.8415,Bronze,03/01/2011
HEC Group,HEC-450TB,"ATX12V, EPS12V, OTHER",450,-,0.8404,0.8647,0.8467,Bronze,03/01/2011
HEC Group,HEC-550TB,"ATX12V, EPS12V, OTHER",550,-,0.8537,0.8677,0.835,Bronze,03/01/2011
HEC Group,HEC-650TB,"ATX12V, EPS12V, OTHER",650,-,0.852,0.8736,0.8511,Bronze,03/01/2011
HuntKey,X7 500,ATX12V,500,-,0.9063,0.9262,0.9031,Platinum,23/12/2010
Antec,EA-750 GREEN,ATX12V & EPS12V,750,-,0.8529,0.8717,0.8343,Bronze,23/12/2010
Antec,HCG-750 RED,ATX12V & EPS12V,750,-,0.853,0.8709,0.8332,Bronze,23/12/2010
"Delta Electronics, Inc.",DPS-300AB-39 E,ATX12V,300,-,0.8452,0.8642,0.8362,Bronze,22/12/2010
Be Quiet,BQT E7-Golden-750W,"ATX12V, EPS12V, OTHER",750,-,0.9063,0.9091,0.8757,Gold,22/12/2010
Be Quiet,BQT E7-Golden-550W,"ATX12V, EPS12V, OTHER",550,-,0.8959,0.9096,0.8914,Gold,22/12/2010
Be Quiet,BQT E7-Golden-650W,"ATX12V, EPS12V, OTHER",650,-,0.898,0.9125,0.886,Gold,22/12/2010
Be Quiet,BQT E7-Golden-450W,ATX12V,450,-,0.896,0.9091,0.8873,Gold,22/12/2010
"Powerex Co., Ltd.",REX 80,ATX12V,700,-,0.8368,0.8639,0.8422,Bronze,21/12/2010
Thermaltake,TP-1350M TP-1350AH3CCS,ATX12V & EPS12V,1350,-,0.8818,0.8952,0.8571,Silver,21/12/2010
MODECOM,Green energy 500,ATX12V,500,-,0.8348,0.8572,0.8323,Bronze,20/12/2010
Intel,FS365HM1-00,Custom,365,-,0.8729,0.8966,0.874,Silver,20/12/2010
"Guangzhou HEDY Electronic Technology Co., Ltd.",PE600HAA,ATX12V,500,-,0.8348,0.8572,0.8323,Bronze,20/12/2010
"HP, Inc.",DPS-240TB A,SFX,240,-,0.9016,0.9141,0.8925,Gold,17/12/2010
Sentey,SDP550-SS,ATX12V,550,-,0.8081,0.8452,0.8573,Standard,16/12/2010
"High Power Electric Co., Ltd.",HP-1000-G14S(C)-PT,ATX12V,1000,-,0.9085,0.9257,0.9117,Platinum,16/12/2010
AOpen,Z750-14AE6,ATX12V,750,-,0.8596,0.8714,0.838,Bronze,15/12/2010
AOpen,Z650-14AE6,ATX12V,650,-,0.8486,0.8644,0.8378,Bronze,15/12/2010
AOpen,Z450-14AE6,ATX12V,450,-,0.8395,0.8639,0.8452,Bronze,15/12/2010
AOpen,Z550-14AE6,ATX12V,550,-,0.8539,0.8671,0.8365,Bronze,15/12/2010
LEPA,W600-SA,ATX12V,600,-,0.8447,0.8556,0.8093,Standard,14/12/2010
D-High,DHP-652-80P,ATX12V,650,-,0.8853,0.9117,0.8978,Gold,09/12/2010
Cougar,CGR R-650,ATX12V & EPS12V,650,-,0.8586,0.8586,0.8067,Standard,09/12/2010
D-High,DHP-552-80P,ATX12V,550,-,0.8812,0.9107,0.9024,Gold,09/12/2010
Cougar,CGR R-550,ATX12V & EPS12V,550,-,0.845,0.8556,0.8146,Standard,09/12/2010
"Delta Electronics, Inc.",DPS-220UB-5 A,Custom,220,-,0.8283,0.8566,0.8316,Bronze,08/12/2010
FSP Technology Inc.,FSP280-40LBA,Flex ATX,280,-,0.8133,0.8409,0.8171,Standard,08/12/2010
STMicroelectronics S.R.L.,EVL250W-ATX80PL,ATX12V,250,-,0.8505,0.8857,0.8601,Silver,08/12/2010
Lenovo,PS-2181-01VA-ROHS,Custom,180,-,0.9069,0.9275,0.9102,Platinum,08/12/2010
Lenovo,PS-5241-03VA-ROHS,TFX,240,-,0.8349,0.8572,0.8303,Bronze,07/12/2010
HuntKey,JUMPER 400,ATX12V,400,-,0.8401,0.8501,0.8157,Standard,06/12/2010
Dell,JUMPER 400,ATX12V,400,-,0.8401,0.8501,0.8157,Standard,06/12/2010
Dell,057KJR,Custom,320,-,0.8842,0.902,0.8759,Gold,06/12/2010
"HP, Inc.",PS-4321-1HB,ATX12V,320,-,0.8952,0.9141,0.8866,Gold,03/12/2010
"HP, Inc.",PC9057-020H,ATX12V,320,-,0.9016,0.9197,0.8953,Gold,03/12/2010
"HP, Inc.",PC9055-020H,SFF,240,-,0.8949,0.9143,0.896,Gold,03/12/2010
SAMA,EPS-700-1,EPS12V,700,-,0.9115,0.9251,0.9104,Platinum,03/12/2010
Sparkle Power,SPI300A8BG,ATX12V,300,-,0.8876,0.9045,0.8769,Gold,02/12/2010
FSP Technology Inc.,FSP300-60PFK,ATX12V,300,-,0.8876,0.9045,0.8769,Gold,02/12/2010
Super Flower,SF-500K14HE,EPS12V,500,-,0.8316,0.8577,0.8392,Bronze,02/12/2010
